prior_type,phi_mult,phi_true,gamma_true,seed,gamma_post_mean,gamma_ci_lo,gamma_ci_hi,gamma_ci_width,gamma_bias,gamma_covered_90,accept_rate,rhat_max,n_events
lognormal_gamma,0.3,6.179999999999999e-19,2.5,3,2.9243900867240065,2.2117060210528803,3.844447112214181,1.632741091161301,0.4243900867240064,1.0,0.616625,1.2732982026738295,974
lognormal_gamma,0.3,6.179999999999999e-19,2.5,4,2.9012637255282936,2.1391873926309466,3.7803340758596327,1.641146683228686,0.4012637255282936,1.0,0.6338083333333333,1.468066015840998,949
lognormal_gamma,0.3,6.179999999999999e-19,2.7,0,2.96952367516859,2.277352479389432,3.789490206719441,1.5121377273300092,0.2695236751685899,1.0,0.5990416666666667,1.1219660927303676,942
lognormal_gamma,0.3,6.179999999999999e-19,2.7,1,2.95244253138625,2.3053168948034783,3.7631869962431703,1.4578701014396924,0.2524425313862499,1.0,0.5760416666666667,1.178539536445562,952
lognormal_gamma,0.3,6.179999999999999e-19,2.7,2,2.9706361027216133,2.2253062728589943,3.7624714781375808,1.5371652052785865,0.2706361027216131,1.0,0.595925,1.4851056804055232,993
lognormal_gamma,0.3,6.179999999999999e-19,2.7,3,3.173402434015828,2.4451630783171976,3.88780684332612,1.442643765008922,0.4734024340158274,1.0,0.6441833333333333,1.20703823048272,967
lognormal_gamma,0.3,6.179999999999999e-19,2.7,4,3.077926486856445,2.246882656700492,3.722326417384368,1.4754437606838762,0.3779264868564449,1.0,0.5799333333333334,1.532054828038918,942
lognormal_gamma,0.3,6.179999999999999e-19,2.9,0,2.933840500309434,2.24951238495787,3.7923170702165865,1.5428046852587158,0.0338405003094339,1.0,0.5933666666666666,1.180228626307357,941
lognormal_gamma,0.3,6.179999999999999e-19,2.9,1,3.2517874210558078,2.6541716309290444,3.764438761335179,1.110267130406135,0.3517874210558074,1.0,0.61915,1.0627754905620896,956
lognormal_gamma,0.3,6.179999999999999e-19,2.9,2,3.205333979558276,2.5039358599901416,3.747675924810952,1.2437400648208103,0.3053339795582754,1.0,0.6292,1.3533624988551227,990
lognormal_gamma,0.3,6.179999999999999e-19,2.9,3,3.179174831610532,2.448873557154613,3.870705752704719,1.4218321955501056,0.2791748316105322,1.0,0.6217583333333334,1.1426001430435664,964
lognormal_gamma,0.3,6.179999999999999e-19,2.9,4,3.1937836049964097,2.5968378312381843,3.66788958582018,1.0710517545819958,0.2937836049964097,1.0,0.6115666666666666,1.0691617376244422,953
